State,City,Income Group,Age Group,Daily Commute (km),EV Awareness Score,Charging Stations Density (per 100 sq km),Preferred EV Type,Govt Incentive Awareness,EV Sales (2024),ICE to EV Switch (%),Target Segment
Madhya Pradesh,Indore,High,26-35,21,8.7,10,Sedan/SUV,No,7908,16.1,Premium Segment
Madhya Pradesh,Indore,Mid,36-50,8,8.7,16,Scooter/Bike,Yes,7365,9.1,Mid-range Consumer
Madhya Pradesh,Indore,High,26-35,29,7.1,4,Sedan/SUV,No,12510,14.3,Premium Segment
Madhya Pradesh,Indore,High,36-50,5,8.8,4,Sedan/SUV,Yes,12115,7.4,Premium Segment
Madhya Pradesh,Indore,Low,50+,18,5.4,7,Scooter/Bike,No,3778,17.9,Budget Segment
Madhya Pradesh,Indore,Low,26-35,16,8.1,11,Truck/Commercial,Yes,6017,19.7,Budget Segment
Madhya Pradesh,Indore,Mid,36-50,16,7.1,16,Sedan/SUV,No,9084,6.2,Mid-range Consumer
Madhya Pradesh,Indore,Mid,50+,27,6.3,8,Sedan/SUV,Yes,8570,19.7,Frequent Commuter
Madhya Pradesh,Indore,Mid,18-25,26,9,19,Truck/Commercial,Yes,14920,13.1,Frequent Commuter
Madhya Pradesh,Indore,Mid,50+,28,9,10,Truck/Commercial,Yes,6198,6.1,Frequent Commuter
Madhya Pradesh,Indore,Low,26-35,31,8.4,14,Truck/Commercial,Yes,5733,8.9,Budget Segment
Madhya Pradesh,Indore,Low,36-50,10,8.4,17,Scooter/Bike,Yes,12026,7.2,Budget Segment
Madhya Pradesh,Indore,Mid,50+,5,5.9,7,Truck/Commercial,Yes,3620,6.8,Mid-range Consumer
Madhya Pradesh,Indore,Mid,50+,37,7.5,16,Scooter/Bike,Yes,4935,11,Frequent Commuter
Madhya Pradesh,Indore,Mid,26-35,18,5.8,9,Scooter/Bike,No,12493,12.7,Mid-range Consumer
Madhya Pradesh,Indore,Low,36-50,10,8.4,18,Truck/Commercial,No,12150,8.7,Budget Segment
Madhya Pradesh,Indore,High,26-35,40,5.9,13,Truck/Commercial,No,13164,8.9,General Segment
Madhya Pradesh,Indore,High,36-50,11,9.2,10,Sedan/SUV,No,1477,10.1,Premium Segment
Madhya Pradesh,Indore,High,26-35,16,8.6,8,Scooter/Bike,Yes,9563,10.8,General Segment
Madhya Pradesh,Indore,Mid,36-50,23,5.9,19,Sedan/SUV,Yes,13562,17.4,Frequent Commuter
Madhya Pradesh,Indore,Low,36-50,8,7.2,7,Sedan/SUV,Yes,1166,16.8,Budget Segment
Madhya Pradesh,Indore,Mid,26-35,12,6.2,6,Truck/Commercial,No,14587,12.8,Mid-range Consumer
Madhya Pradesh,Indore,High,26-35,23,7.1,7,Sedan/SUV,No,7397,12.4,Premium Segment
Madhya Pradesh,Indore,High,50+,13,8.4,5,Scooter/Bike,Yes,4411,8.7,General Segment
Madhya Pradesh,Indore,High,36-50,27,9.4,18,Scooter/Bike,Yes,6936,11.7,General Segment
Madhya Pradesh,Indore,High,50+,33,9.3,7,Truck/Commercial,Yes,13102,16.7,General Segment
Madhya Pradesh,Indore,High,36-50,18,7.3,13,Scooter/Bike,Yes,10590,11.9,General Segment
Madhya Pradesh,Indore,Mid,50+,38,5.8,8,Scooter/Bike,Yes,14634,9.7,Frequent Commuter
Madhya Pradesh,Indore,Mid,50+,8,7,16,Truck/Commercial,No,12915,17.9,Mid-range Consumer
Madhya Pradesh,Indore,Low,50+,6,6.4,18,Scooter/Bike,Yes,2811,7.6,Budget Segment
Madhya Pradesh,Indore,High,36-50,10,5.5,14,Sedan/SUV,No,1129,13.3,Premium Segment
Madhya Pradesh,Indore,High,50+,13,7.6,13,Truck/Commercial,No,2464,7.8,General Segment
Madhya Pradesh,Indore,Mid,36-50,9,5.7,15,Sedan/SUV,Yes,4562,17.5,Mid-range Consumer
Madhya Pradesh,Indore,Mid,50+,23,5.7,19,Scooter/Bike,No,13603,14.7,Frequent Commuter
Gujarat,Ahmedabad,High,26-35,13,9.1,15,Sedan/SUV,No,12784,19.3,Premium Segment
Gujarat,Ahmedabad,Mid,26-35,28,5.5,18,Truck/Commercial,No,14823,7.6,Frequent Commuter
Gujarat,Ahmedabad,High,26-35,6,5.5,15,Sedan/SUV,Yes,6476,6.2,Premium Segment
Gujarat,Ahmedabad,Mid,26-35,33,6.4,5,Truck/Commercial,No,7397,10.3,Frequent Commuter
Gujarat,Ahmedabad,High,26-35,35,9.5,19,Scooter/Bike,No,12511,12.6,General Segment
Gujarat,Ahmedabad,High,26-35,20,7.5,15,Truck/Commercial,No,8043,10.4,General Segment
Gujarat,Ahmedabad,Mid,36-50,31,5.5,4,Sedan/SUV,No,5365,14.1,Frequent Commuter
Gujarat,Ahmedabad,High,50+,17,5.6,12,Scooter/Bike,No,9092,14.4,General Segment
Gujarat,Ahmedabad,Mid,18-25,32,6.4,11,Sedan/SUV,Yes,6401,16.8,Frequent Commuter
Gujarat,Ahmedabad,Mid,50+,25,7.6,18,Scooter/Bike,No,2011,5.1,Frequent Commuter
Gujarat,Ahmedabad,Low,18-25,34,8.6,10,Scooter/Bike,No,13522,9.5,Budget Segment
Gujarat,Ahmedabad,High,18-25,38,8.7,11,Sedan/SUV,Yes,12396,19,Premium Segment
Gujarat,Ahmedabad,Mid,18-25,31,7.8,19,Sedan/SUV,No,13036,18.6,Frequent Commuter
Gujarat,Ahmedabad,Mid,50+,15,8.3,19,Sedan/SUV,Yes,7227,19.3,Mid-range Consumer
Gujarat,Ahmedabad,Low,26-35,39,5.4,16,Truck/Commercial,Yes,9381,16.5,Budget Segment
Gujarat,Ahmedabad,Low,18-25,20,5.2,16,Truck/Commercial,Yes,7399,14.4,Budget Segment
Gujarat,Ahmedabad,Low,36-50,15,7.9,19,Sedan/SUV,No,5585,6.6,Budget Segment
Gujarat,Ahmedabad,Low,50+,28,9,16,Truck/Commercial,No,7510,16.8,Budget Segment
Gujarat,Ahmedabad,Low,36-50,35,8.9,14,Truck/Commercial,No,14713,17.6,Budget Segment
Gujarat,Ahmedabad,Mid,26-35,5,5.4,13,Truck/Commercial,No,11670,12.1,Mid-range Consumer
Gujarat,Ahmedabad,High,18-25,27,5.7,12,Truck/Commercial,No,10392,18.6,General Segment
Gujarat,Ahmedabad,Low,36-50,36,5.5,12,Truck/Commercial,Yes,6571,9.8,Budget Segment
Gujarat,Ahmedabad,Low,18-25,36,8.1,20,Sedan/SUV,Yes,5593,13,Budget Segment
Gujarat,Ahmedabad,Mid,36-50,19,6.8,18,Scooter/Bike,No,13481,14.1,Mid-range Consumer
Gujarat,Ahmedabad,Low,18-25,28,7,18,Truck/Commercial,No,9240,17.6,Budget Segment
Gujarat,Ahmedabad,High,36-50,24,5.6,10,Scooter/Bike,Yes,3575,9.5,General Segment
Gujarat,Ahmedabad,Mid,18-25,38,6.6,9,Sedan/SUV,Yes,6638,9.8,Frequent Commuter
Gujarat,Ahmedabad,Mid,36-50,26,8.8,7,Scooter/Bike,Yes,2408,16.9,Frequent Commuter
Gujarat,Ahmedabad,Low,50+,15,6,9,Truck/Commercial,No,6659,11.1,Budget Segment
Gujarat,Ahmedabad,Low,18-25,38,8,10,Scooter/Bike,No,12644,16.4,Budget Segment
Gujarat,Ahmedabad,Low,26-35,34,9,13,Sedan/SUV,Yes,4716,6.6,Budget Segment
Gujarat,Ahmedabad,Mid,50+,17,5.8,9,Sedan/SUV,No,8735,14.8,Mid-range Consumer
Gujarat,Ahmedabad,Mid,18-25,37,8.2,20,Sedan/SUV,No,10574,9.9,Frequent Commuter
Gujarat,Ahmedabad,High,26-35,11,9.1,7,Truck/Commercial,Yes,4029,8.1,General Segment
Gujarat,Ahmedabad,Mid,18-25,22,6,5,Sedan/SUV,No,14292,9.5,Frequent Commuter
Gujarat,Ahmedabad,High,26-35,29,9.1,8,Truck/Commercial,No,4763,12.6,General Segment
Gujarat,Ahmedabad,Mid,26-35,26,6.8,14,Scooter/Bike,Yes,6282,12.4,Frequent Commuter
Gujarat,Ahmedabad,Low,26-35,6,8.6,20,Truck/Commercial,Yes,4999,5.1,Budget Segment
Gujarat,Ahmedabad,Mid,36-50,17,8,15,Truck/Commercial,No,10993,19.8,Mid-range Consumer
Gujarat,Ahmedabad,Low,50+,34,6.9,15,Sedan/SUV,No,10272,8,Budget Segment
Gujarat,Ahmedabad,High,18-25,24,8.1,16,Truck/Commercial,No,1731,14,General Segment
Gujarat,Ahmedabad,Low,50+,17,6.5,18,Truck/Commercial,Yes,13232,10.8,Budget Segment
Gujarat,Ahmedabad,Low,50+,27,7,8,Scooter/Bike,Yes,10681,6.4,Budget Segment
Gujarat,Ahmedabad,Mid,36-50,40,5.9,12,Sedan/SUV,Yes,3366,5.4,Frequent Commuter
Gujarat,Ahmedabad,High,18-25,28,8.9,9,Scooter/Bike,Yes,5971,10.6,General Segment
Gujarat,Ahmedabad,Mid,18-25,37,9.3,13,Scooter/Bike,No,14213,19.5,Frequent Commuter
Gujarat,Ahmedabad,High,36-50,36,7.1,6,Sedan/SUV,No,13149,15.8,Premium Segment
Gujarat,Ahmedabad,High,26-35,12,5.7,12,Sedan/SUV,Yes,5801,13.9,Premium Segment
Gujarat,Ahmedabad,High,18-25,34,5.3,17,Scooter/Bike,No,3641,19.5,General Segment
Gujarat,Ahmedabad,High,50+,16,5.3,15,Truck/Commercial,Yes,11574,13.9,General Segment
